nohup: ignoring input
2026-02-13 12:57:43,519 INFO     Starting server at tcp:port=8000:interface=0.0.0.0
2026-02-13 12:57:43,520 INFO     HTTP/2 support not enabled (install the http2 and tls Twisted extras)
2026-02-13 12:57:43,520 INFO     Configuring endpoint tcp:port=8000:interface=0.0.0.0
2026-02-13 12:57:43,520 INFO     Listening on TCP address 0.0.0.0:8000
127.0.0.1:59712 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59716 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59722 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59734 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59738 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59754 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59756 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59766 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59774 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59788 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59802 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59804 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59816 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59830 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59840 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59852 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59856 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59866 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59880 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59892 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59900 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59906 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59916 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59926 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59932 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59948 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59960 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59972 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59986 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:59996 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60004 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60014 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60018 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60020 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60022 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60026 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60032 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60046 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60056 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60070 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60084 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60092 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60096 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60106 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60112 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60120 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60132 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60138 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60154 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60168 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60172 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60184 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60190 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60196 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60198 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60206 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60216 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60224 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60228 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60230 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60234 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60242 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60246 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60250 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60256 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60272 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60280 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60288 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60294 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60302 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60318 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60322 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60330 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60336 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60350 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60360 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60368 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60374 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
127.0.0.1:60388 - - [13/Feb/2026:12:58:07] "POST /api/update/" 200 34
